Proteins
MaxQuant:feature intensity,ass_0,ass_1,ass_2,ass_3,ass_4,ass_5,ass_6,ass_7,SV_config_2,SV_config_1,SV_config_1_L,SV_config_2_H,SV_config_2_L,SV_config_1_H
prot_1780,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1381000.0,0.0,0.0,1148000.0
prot_1781,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1782,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1783,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1784,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,174110.0,0.0,0.0,120240.0
prot_1785,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2614400.0,800960.0,999430.0,2066400.0
prot_1786,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,281340.0,387660.0,0.0
prot_1787,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,0.0,0.0,0.0
prot_1788,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1789,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1790,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1791,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1792,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2002900.0,1049700.0,1215700.0,1045900.0
prot_1793,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1794,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1795,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1796,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1797,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1798,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1452700.0,0.0,0.0,690720.0
prot_1799,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1800,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1801,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1802,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,643150.0,1521500.0,1248800.0,1013800.0
prot_1803,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1804,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1805,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1806,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3402100.0,1078000.0,1117200.0,1810800.0
prot_1807,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,606350.0,0.0,0.0,1195300.0
prot_1808,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1809,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1810,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1811,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1812,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1813,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1814,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1815,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,0.0,0.0,0.0
prot_1816,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1817,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1818,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1819,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1815600.0,1299400.0,1748400.0,2080400.0
prot_1820,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1821,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1822,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,805100.0,1414400.0,1244500.0,1102900.0
prot_1823,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1824,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1825,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1826,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,0.0,0.0,0.0
prot_1827,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1828,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2614800.0,1866600.0,2604900.0,2157700.0
prot_1829,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1830,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1831,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,1109100.0,1008200.0,0.0
prot_1832,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1833,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5377400.0,2296600.0,1736700.0,4186600.0
prot_1834,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1835,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1836,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1837,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1838,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1839,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1840,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,360910.0,0.0,0.0,378190.0
prot_1841,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1842,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2006800.0,993900.0,1267200.0,1759700.0
prot_1843,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1844,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,190550.0,0.0,0.0,122470.0
prot_1845,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1846,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1847,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.3602E8,9.0305E7,1.0154E8,1.2475E8
prot_1848,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1849,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.576E7,6904300.0,8484400.0,1.342E7
prot_1850,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1851,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1166500.0,3058700.0,7605800.0,1312900.0
prot_1852,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1853,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1797600.0,1248800.0,1561700.0,1743400.0
prot_1854,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1855,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1856,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0548E7,7010100.0,6691500.0,8510800.0
prot_1857,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2149400.0,2497700.0,3215700.0,1860300.0
prot_1858,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4054600.0,5230200.0,5901100.0,2731900.0
prot_1859,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1860,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1861,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2915800.0,3653400.0,4487700.0,2699000.0
prot_1862,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1863,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1864,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1865,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1866,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1867,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1868,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1869,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1870,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1871,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.4165E7,1.079E7,1.1598E7,1.2511E7
prot_1872,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.8177E7,1.5018E7,2.3445E7,1.7179E7
prot_1873,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,9277700.0,6040200.0,7841800.0,7761500.0
prot_1874,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1875,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1876,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1877,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,265780.0,218950.0,152710.0,201280.0
prot_1878,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1879,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1880,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,261090.0,116770.0,135870.0,151200.0
prot_1881,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1882,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,142320.0,149770.0,0.0
prot_1883,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1884,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2.6247E7,1.6677E7,2.1822E7,1.6882E7
prot_1885,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1886,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2976800.0,589690.0,501710.0,2350800.0
prot_1887,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1888,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1889,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1890,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,4587.4,132560.0,0.0
prot_1891,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1892,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,863710.0,0.0,0.0,779500.0
prot_1893,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4396800.0,1978100.0,2440900.0,3073900.0
prot_1894,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1895,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1896,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1897,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1898,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1899,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1900,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1659800.0,1059600.0,1377300.0,1262400.0
prot_1901,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1902,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1704400.0,1167200.0,1584600.0,1322300.0
prot_1903,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1904,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1905,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.946E7,9908800.0,1.3373E7,1.436E7
prot_1906,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1907,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1908,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1909,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,725180.0,0.0,0.0,692430.0
prot_1910,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3745100.0,1608200.0,2377000.0,2367600.0
prot_1911,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1912,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1913,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1914,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1915,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1606100.0,0.0,0.0,585260.0
prot_1916,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1917,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1918,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1919,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1555800.0,486230.0,499310.0,1072400.0
prot_1920,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1921,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,901550.0,0.0,0.0,637630.0
prot_1922,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1923,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.027E7,9360800.0,1.0532E7,8189800.0
prot_1924,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1925,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,588410.0,231410.0,259490.0,495700.0
prot_1926,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1927,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1928,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1929,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1930,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,883040.0,2458900.0,2765500.0,798510.0
prot_1931,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1932,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1933,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1934,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,6168700.0,3408500.0,4650200.0,6219400.0
prot_1935,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,405410.0,240040.0,348580.0,321470.0
prot_1936,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1937,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1938,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1939,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1940,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1941,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,146200.0,0.0,0.0,179840.0
prot_1942,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1943,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1944,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1945,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1946,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1947,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1948,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1949,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1950,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1951,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1952,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1953,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1954,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1955,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1956,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1957,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,7462100.0,3770500.0,5009900.0,4951500.0
prot_1958,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1959,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1960,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1961,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1962,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1963,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1964,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1965,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,7835600.0,8152900.0,9603500.0,7671300.0
prot_1966,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1967,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1968,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1969,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2854100.0,1732100.0,1822100.0,2778400.0
prot_1970,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1971,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1972,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1973,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1974,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1975,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1976,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1977,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1978,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1979,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2254600.0,4941300.0,5040000.0,2016500.0
prot_1980,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1981,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1982,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1983,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1746700.0,866490.0,1099700.0,1373300.0
prot_1984,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.4709E8,9.1552E7,1.1958E8,1.2591E8
prot_1985,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1324000.0,1670300.0,1983000.0,1178100.0
prot_1986,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2.4861E8,1.7592E8,1.9936E8,1.9528E8
prot_1987,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,596340.0,152820.0,79908.0,507020.0
prot_1988,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2132300.0,596050.0,700390.0,1031200.0
prot_1989,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1990,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4088700.0,2270300.0,3507900.0,3506500.0
prot_1991,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1992,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1836900.0,0.0,0.0,2692800.0
prot_1993,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1994,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4214400.0,2312300.0,3412700.0,4027000.0
prot_1995,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1996,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1997,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1998,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_1999,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2000,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2001,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2002,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2003,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2004,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3.1855E7,2.9178E7,2.7395E7,3.6551E7
prot_2005,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2006,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2007,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2008,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2009,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,206740.0,195270.0,0.0
prot_2010,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2011,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2012,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2013,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,472090.0,514520.0,0.0
prot_2014,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2015,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2016,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2017,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2018,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2019,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2020,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2021,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2022,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2023,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3771300.0,2422400.0,3241100.0,3061700.0
prot_2024,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2025,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,6440000.0,4689100.0,6180600.0,5360000.0
prot_2026,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2027,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2028,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,157830.0,932190.0,1231600.0,91055.0
prot_2029,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2030,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2031,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2032,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1976200.0,1204300.0,1122500.0,1905400.0
prot_2033,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2034,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,384570.0,0.0,0.0,242290.0
prot_2035,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2036,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2037,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5888200.0,3176200.0,2908500.0,3853300.0
prot_2038,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2039,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2040,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2041,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2042,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2043,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2044,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2469800.0,328280.0,623810.0,1887300.0
prot_2045,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1007500.0,0.0,0.0,1604500.0
prot_2046,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2047,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2048,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2049,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,357990.0,463990.0,0.0
prot_2050,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2051,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_2052,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
