Intensity puf3a	Intensity puf3b	Intensity puf3c	Intensity puf3d	Intensity puf3e	Intensity wta	Intensity wtb	Intensity wtc	Intensity wtd	Intensity wte	Only identified by site	Reverse	Contaminant	t-test Significant	PEP	Intensity	Unique peptides	Unique peptides puf3a	Unique peptides puf3b	Unique peptides puf3c	Unique peptides puf3d	Unique peptides puf3e	Unique peptides wta	Unique peptides wtb	Unique peptides wtc	Unique peptides wtd	Unique peptides wte	Sequence coverage [%]	Peptide IDs	Sequence coverage puf3a [%]	Sequence coverage puf3b [%]	Sequence coverage puf3c [%]	Sequence coverage puf3d [%]	Sequence coverage puf3e [%]	Sequence coverage wta [%]	Sequence coverage wtb [%]	Sequence coverage wtc [%]	Sequence coverage wtd [%]	Sequence coverage wte [%]	-Log t-test p value	t-test Difference	Protein IDs	Majority protein IDs
#!{Type}E	E	E	E	E	E	E	E	E	E	C	C	C	C	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	T	T
#!{C:Group1}puf3	puf3	puf3	puf3	puf3	wt	wt	wt	wt	wt																																	
24.10725	22.50325	22.75348	24.10478	23.24476	23.46314	23.31507	23.10674	21.57145	21.75878					2.2009E-190	96766000	1	1	1	1	1	1	1	1	1	1	1	23.2	NaN	14.2	18.7	19.5	18.4	17.6	18.4	19.8	15.3	17.3	14.2	0.660118658531271	0.699668884277344	YER103W	YER103W
29.5904	29.79937	29.67618	29.84417	30.19824	29.42073	29.36726	29.5146	29.04773	29.63248				+	0	8361600000	29	21	23	18	21	23	21	19	22	21	20	40.6	NaN	28.4	29.9	26.7	26.8	32.2	28.6	25.8	29.8	27.1	28.4	1.74686148696006	0.425114822387695	YER110C	YER110C
21.90466	22.00679	22.5804	23.33156	22.26344	23.09062	23.42085	18.36958	22.52683	19.63709					1.7181E-12	56208000	4	1	1	2	2	2	2	2	0	2	0	24.6	NaN	7.8	7.8	11.5	13.1	11.5	13.1	13.1	0	13.1	0	0.440555102371537	1.00837860107422	YER120W	YER120W
23.54475	23.78067	25.63774	24.90302	25.94438	23.10343	23.30911	23.72713	24.20098	23.35272				+	1.0666E-44	238090000	8	2	2	6	4	8	2	2	3	3	2	25.8	NaN	8.7	6.5	21.1	13.2	25.8	8.7	8.7	13	11	6.5	1.33681335004821	1.22343788146973	YER122C	YER122C
24.38271	24.08221	24.4177	24.61167	24.01487	24.38139	24.75165	24.26284	24.08707	23.2558					2.119E-75	202700000	12	3	3	4	4	5	4	4	5	3	2	22.5	NaN	7.5	8.2	7.4	7.4	7.9	11.5	9.4	10.5	5.9	4.8	0.231774819105568	0.154079818725585	YER125W	YER125W
24.157	22.1991	21.25396	18.34747	24.79412	20.50203	21.02648	20.61189	20.83854	22.32625					5.8526E-07	67472000	4	2	2	1	0	2	1	1	1	1	2	17.2	NaN	10.3	5.7	2.7	0	10.3	2.7	2.7	2.7	2.7	6.5	0.411423621748481	1.08929290771485	YER126C	YER126C
22.377	22.38044	20.31048	22.58598	21.6985	18.17096	19.50389	21.80566	21.24627	21.2111					3.7344E-05	29187000	2	2	2	0	2	1	0	0	2	1	1	4.2	NaN	4.2	4.2	0	4.2	2	0	0	4.2	2	2	1.00521172457585	1.4829086303711	YER127W	YER127W
28.84733	28.10164	29.84146	28.78503	28.52316	28.74846	29.66093	28.24014	28.88379	29.01356					2.506E-37	5235400000	5	3	3	5	3	4	3	5	3	3	4	42	NaN	28.6	28.6	42	28.6	34.5	28.6	42	28.6	28.6	36.1	0.0897132444577481	-0.0896472930908203	YGL189C;YER131W	YGL189C;YER131W
24.51328	25.56552	25.92506	24.88372	25.62898	22.85447	24.04785	18.84962	22.31821	26.04506					4.0578E-56	319560000	6	2	3	4	1	2	1	2	0	1	4	26.6	NaN	9.3	13.8	17	4.2	9	4.5	10.3	0	4.5	17.6	1.1275477804675	2.48026924133301	YER133W	YER133W
21.46339	21.38284	21.17481	21.31567	21.64575	21.21963	20.90308	21.44844	20.83892	20.66485				+	1.5893E-05	23025000	1	1	1	1	1	1	1	1	1	1	0	6.7	11333	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	0	1.34427187533057	0.381507873535156	YER134C	YER134C
26.8028	26.49341	26.00076	26.83918	26.8749	26.08993	25.16928	25.20896	25.4792	25.96858				+	7.507E-38	782200000	11	6	5	4	7	6	4	2	4	4	6	27.7	NaN	19.5	12.9	9.5	21.1	15.5	15.5	9.5	8.4	8.6	18	2.42820393088518	1.01902008056641	YER136W	YER136W
21.70805	22.0931	19.43505	20.07148	22.29269	21.25874	20.03711	19.65075	19.30626	19.5893					4.0686E-07	15547000	3	1	1	0	0	2	1	0	0	0	0	11	NaN	5.6	1.9	0	0	9.1	1.9	0	0	0	0	0.907915592647543	1.15164108276367	YER143W	YER143W
23.59946	23.13743	22.18982	22.09562	23.99464	23.31036	22.90038	21.73595	23.33824	22.01079					1.4702E-69	84472000	4	4	3	1	1	3	2	1	1	3	1	5.9	NaN	5.9	4.2	1.8	1.2	4.7	3	1.2	1.2	4.2	1.2	0.289907084422469	0.344247817993164	YER151C	YER151C
22.74792	26.93977	22.50322	21.51941	22.78067	22.28799	21.62792	21.17925	20.72733	20.47414					2.2897E-74	164400000	3	2	2	2	1	2	2	1	1	1	0	9.7	NaN	7.7	7.7	5	2.9	7.7	6.8	4.7	2.9	2.9	0	1.12974670269141	2.03887176513672	YER152C	YER152C
23.62968	21.51605	22.89032	19.70852	21.84793	21.67176	20.69456	19.38085	21.06737	22.45831					9.8156E-16	40525000	6	4	2	2	0	1	2	1	0	1	2	3.7	NaN	2.6	1.2	1.6	0	0.6	1.1	0.5	0	0.5	1.2	0.474539832273476	0.863929367065428	YER155C	YER155C
25.41015	25.33173	26.43662	24.69003	25.73405	24.757	25.01393	24.2292	25.14655	24.51851				+	1.1225E-61	403600000	10	3	5	5	2	2	4	3	3	3	3	30.2	NaN	9.5	14.2	14.5	5.9	6.5	13.6	9.5	9.5	9.2	9.5	1.35743257304354	0.787477874755858	YER156C	YER156C
18.38628	21.28786	22.92376	21.63861	19.16813	22.64658	21.82962	19.46584	22.06437	22.03942					1.6964E-05	30211000	2	0	0	1	1	0	2	1	0	1	1	16.2	NaN	0	0	7.7	8.5	0	16.2	7.7	0	7.7	8.5	0.419966213673142	-0.928240585327149	YER159C	YER159C
28.97503	29.90469	29.79642	29.29691	30.45885	29.17524	29.51901	29.65642	29.546	29.76732					0	8520000000	24	14	14	17	13	15	15	15	15	14	15	42.3	NaN	30.7	30.5	36.7	28.6	28.2	32.2	30.2	29.5	26.9	31.2	0.227809213618848	0.15358200073242	YER165W	YER165W
23.39336	23.19679	22.35802	22.5919	21.55791	22.68087	22.95939	23.17681	21.69443	21.07326					2.985E-48	65380000	3	3	2	1	1	1	2	2	3	2	1	9.2	NaN	9.2	6.8	3.3	3.3	3.5	5.9	5.7	9.2	5.7	3.5	0.24073564611112	0.302647018432616	YER168C	YER168C
18.58676	22.94442	22.07366	23.83152	22.05381	20.66345	19.00601	20.49541	18.59798	22.4046					2.0122E-08	38980000	4	0	2	1	1	1	1	0	0	0	2	3.3	NaN	0	1.5	0.7	0.5	0.7	1.2	0	0	0	1.5	0.757275540754419	1.66454467773437	YER172C	YER172C
22.08832	17.99173	18.54377	19.96882	22.50553	20.61935	20.8285	19.41796	20.78788	19.55009					2.7768E-89	15697000	2	2	0	0	0	2	1	1	0	1	0	16	NaN	12.7	0	0	0	12.7	6.6	6.6	3.3	6.6	0	0.00744020393301041	-0.0211215972900369	YER174C	YER174C
26.73557	25.40516	27.70477	25.78586	27.60031	25.7934	26.02629	26.40967	26.19978	25.42813					3.5506E-249	974140000	4	3	3	3	2	2	2	3	3	3	2	59.9	NaN	49.1	46.1	55.4	51.3	51.3	51.7	56.2	46.1	53.2	51.7	0.678643510909347	0.674883651733396	YER177W	YER177W
24.08724	25.28302	26.41606	25.04822	25.66669	23.36025	24.97382	23.06204	24.73355	25.05532					4.0741E-56	351390000	10	2	4	6	3	4	2	3	1	3	3	25	NaN	3.6	9	17.6	5.7	8.6	3.6	6	2.1	9.3	6.2	1.00149646225096	1.06324996948242	YER178W	YER178W
20.19677	20.29905	21.00559	18.78657	20.83867	20.79202	20.50804	20.30436	20.78517	20.16202					6.0582E-12	11336000	5	1	1	1	1	0	1	1	0	1	1	10.6	NaN	1.3	2.1	1.8	3.5	0	1.8	1.8	0	1.8	1.8	0.294328673356116	-0.284989547729495	YFL002C	YFL002C
24.29782	18.65797	23.51292	22.08421	19.85424	23.83769	23.88614	19.38267	18.73092	22.30908					6.0643E-32	74798000	6	2	0	3	1	1	2	3	1	1	1	35.3	NaN	13.5	0	20.9	8.4	7	8.8	14.4	7	7	3.7	0.0116078129480758	0.0521331787109354	YFL005W;YLR262C	YFL005W
19.80851	21.76182	21.99876	21.0899	22.75499	22.72055	21.99117	20.70818	20.4656	21.96349					2.6362E-22	34858000	4	1	1	2	1	2	3	2	1	0	1	2.2	NaN	0.4	0.6	1.4	0.7	1.1	1.8	1.2	0.6	0	0.6	0.0470307040501468	-0.0869979858398438	YFL007W	YFL007W
25.50531	23.17377	24.27113	25.57479	23.18359	24.31748	24.80848	23.20455	23.8531	23.32814					2.6728E-48	222480000	5	3	1	2	4	1	3	3	1	2	1	42.7	NaN	26.5	8.1	21.3	30.3	13.3	33.6	33.6	8.1	21.3	8.1	0.309279446109837	0.439369201660156	YFL010C	YFL010C
23.01175	24.82726	25.79491	21.45513	24.19242	23.56813	23.57057	22.34161	25.24333	25.29621					8.7337E-67	229620000	4	2	2	4	1	3	1	3	1	3	3	36.7	NaN	26.6	21.1	36.7	15.6	26.6	11	26.6	11	36.7	26.6	0.0560367702863363	-0.147676086425783	YFL014W	YFL014W
22.6295	22.93076	24.34712	21.22306	21.76945	21.15573	18.65597	19.37869	22.29379	19.02992				+	2.9707E-13	43303000	3	1	2	2	0	0	1	0	0	1	0	24.5	NaN	5.7	15.1	15.1	0	0	9.4	0	0	5.7	0	1.64844533303213	2.47715950012207	YFL017C	YFL017C
25.59787	26.86997	27.11416	26.58821	26.48415	24.99023	25.61054	26.18682	25.66175	25.92139				+	6.3919E-137	791050000	12	4	7	6	6	5	3	4	5	5	5	32.7	NaN	12.6	16.8	16.6	16.4	13.8	9.8	12.4	13.2	12.6	13.6	1.51830013450412	0.856725311279295	YFL018C	YFL018C
29.47937	29.32725	29.71306	29.60853	29.56525	28.72943	28.97746	29.25816	28.91322	29.29767				+	0	6696200000	22	15	14	13	12	12	11	13	14	11	13	51.7	NaN	41.4	40.2	37	37	33.4	28.6	34	40.4	29.2	35.6	2.41255221584304	0.503505706787109	YFL022C	YFL022C
21.79225	22.57499	21.82007	23.168	23.5973	21.20449	21.15567	22.73001	21.20765	22.94296					1.0044E-06	57892000	2	1	1	1	2	2	1	1	2	1	1	7.6	NaN	4.5	4.5	4.5	7.6	7.6	4.5	4.5	7.6	4.5	4.5	0.683171158617159	0.742366409301759	YFL028C	YFL028C
24.17988	23.14207	23.65349	23.94217	24.41474	23.46675	24.33354	22.99611	23.47531	23.06511					1.2317E-49	141480000	3	2	2	2	2	2	2	2	2	3	2	61.5	NaN	38.5	32.8	32.8	38.5	32.8	38.5	32.8	32.8	55.7	38.5	0.595215192910868	0.399103164672852	YFL034C-A	YFL034C-A
27.62429	27.87379	27.34832	27.81464	27.98913	27.35599	27.24645	27.0502	26.84482	27.71516				+	1.0208E-125	1937000000	13	7	9	6	10	8	7	8	9	8	11	42	NaN	23.6	33.9	20.8	35.9	26.3	26	31.7	29.5	23.4	38.1	1.52541532194341	0.487512969970702	YFL037W	YFL037W
20.02702	23.8511	24.97954	17.87916	23.26184	24.57785	24.76901	18.8576	23.54097	19.35121					1.245E-38	125180000	5	1	1	3	0	2	2	2	0	1	0	23.3	NaN	6.8	3.9	14.6	0	11.7	8.7	7.8	0	3.9	0	0.041812794512346	-0.219593048095703	YFL038C	YFL038C
30.33862	30.74951	30.85586	30.42642	31.06478	30.30954	30.34879	30.53844	30.1751	30.08195				+	0	15402000000	20	15	15	15	14	17	16	16	16	16	15	74.9	NaN	60.8	62.4	60.8	60.5	71.2	65.6	65.6	65.3	65.6	63.5	1.46017994729079	0.396276473999023	YFL039C;CON__P60712	YFL039C
28.89032	28.52354	29.40092	28.8176	29.19514	27.98815	28.22986	28.59559	28.08025	28.7938				+	2.1557E-134	4415900000	16	9	10	11	8	12	7	8	11	9	10	60.2	NaN	35.4	42.5	45.3	35	50.8	29.5	32.7	42.9	35.8	38.2	1.69927874751996	0.627976226806641	YFL045C	YFL045C
23.41661	24.50033	24.85671	24.07463	23.13394	24.20284	24.68341	24.1031	24.65562	23.28715					9.2763E-25	193120000	5	2	3	3	2	1	3	4	3	4	2	30.4	NaN	13.7	20.1	18.1	13.7	6.4	18.1	26	19.6	24.5	13.7	0.183420490970328	-0.189977645874023	YFR001W	YFR001W
18.73412	22.38385	22.37066	18.55506	19.76859	22.2209	19.49601	22.52492	17.10318	22.3332					0.0010867	27103000	1	0	1	1	0	1	1	0	1	0	1	9	11318	0	9	9	0	9	9	0	9	0	9	0.101838941906224	-0.373187637329099	YFR003C	YFR003C
23.6811	25.76699	24.46942	25.45651	25.59355	23.41403	23.2995	25.7588	25.83277	26.09069					1.5168E-33	399960000	7	1	3	2	3	4	1	1	4	4	3	26.8	NaN	4.6	12.7	8.5	12.1	16.3	4.6	4.6	14.7	15.4	12.7	0.0549874175865088	0.11435432434082	YFR004W	YFR004W
23.11413	19.94725	23.98807	19.86302	24.06069	18.65021	23.1401	21.89944	20.49388	18.38667					1.6292E-72	56372000	4	1	0	2	0	2	0	2	1	0	0	10.7	NaN	3.4	0	5	0	5	0	7.3	3.9	0	0	0.622146593158786	1.68057250976563	YFR006W	YFR006W
25.43119	24.51033	24.92084	24.59884	26.03173	24.44278	24.71041	23.9015	24.84364	23.88372					1.1507E-53	306420000	10	5	4	4	3	7	4	4	4	4	3	16.4	NaN	8	6.6	6.8	4.8	12.1	6.2	6.4	6	6.2	5.7	1.18745014277274	0.74217414855957	YFR009W	YFR009W
25.65122	24.57496	25.61664	25.37769	25.84642	24.58348	25.65957	23.15589	25.04235	24.40691					4.3327E-117	377350000	9	2	2	4	3	5	3	5	2	3	3	23	NaN	6	6	10.4	7.8	13	7.6	13.4	5.4	8.6	7.6	0.95606421419443	0.843746566772463	YFR010W	YFR010W
18.83031	20.47745	21.63391	18.22346	21.91587	19.45004	18.52053	20.88129	19.62116	19.11939					6.0868E-47	10860000	5	1	0	2	1	2	0	1	2	1	1	6.5	NaN	1.6	0	2.2	1.1	2.8	0	1.6	2.1	1.6	1.6	0.369868850486	0.69771842956543	YFR016C	YFR016C
23.41506	23.80931	23.0035	23.80322	23.92904	21.65858	21.67633	22.86261	21.68509	23.81343				+	2.1077E-81	97306000	5	3	1	2	3	4	1	1	3	2	3	19.2	NaN	11.1	4.4	7.2	12.4	16.3	4.6	4.6	11.1	7.4	12.4	1.55599277877446	1.25282020568848	YFR024C-A	YFR024C-A
22.06651	22.27555	22.21122	21.97411	22.38887	22.11848	21.91991	21.80341	19.72636	21.67474					0.00099042	39465000	1	1	1	1	1	1	1	1	1	0	1	3.3	3058	3.3	3.3	3.3	3.3	3.3	3.3	3.3	3.3	0	3.3	0.867308437071943	0.73467216491699	YFR025C	YFR025C
19.1888	19.4522	20.23272	20.40091	18.89091	18.35694	18.49361	19.2519	18.54825	19.82207					2.3607E-12	1926700	2	1	0	1	0	0	1	1	1	0	0	4.4	NaN	2.4	0	2	0	0	2.4	2.4	2.4	0	0	0.974703830188292	0.738548660278322	YFR028C	YFR028C
29.9506	30.23238	29.86164	30.25744	30.37865	29.86396	29.55899	29.40904	29.28423	29.76902				+	1.7789E-115	10004000000	13	9	10	9	9	8	8	6	8	9	7	54.3	NaN	42.5	40.2	35.8	42.1	36.6	34.3	24.4	37	38.6	31.1	2.29991562914201	0.559092330932618	YIL018W;YFR031C-A	YIL018W;YFR031C-A
20.80219	21.25032	23.33579	25.2535	19.08955	22.12108	18.795	22.22302	22.87624	20.57878					2.9581E-07	70238000	3	1	2	1	2	1	2	1	2	1	0	42.4	NaN	13.6	28.8	13.6	27.1	13.6	27.1	13.6	27.1	13.6	0	0.19285027132748	0.627444076538087	YFR032C-A	YFR032C-A
28.33091	28.91399	28.83747	28.84637	28.4436	28.12475	28.43042	28.1766	28.32599	28.35666				+	9.0095E-184	3808800000	12	6	10	10	8	8	7	9	7	8	9	34.1	NaN	16	29.1	29.1	22.5	21.6	17.9	23.5	20.2	21.6	25.6	1.74073687793802	0.391585540771484	YFR044C	YFR044C
22.18577	24.17813	20.95156	23.38627	22.28023	20.51432	20.64345	21.21632	19.58133	23.06428					1.9892E-21	54542000	3	2	3	2	3	2	2	1	2	1	3	12.5	NaN	7.5	12.5	7.5	12.5	7.5	7.8	2.7	7.5	2.7	12.5	1.08863498182841	1.59245071411133	YFR047C	YFR047C
20.65788	22.91976	20.62078	20.90242	19.23557	19.18058	20.09507	20.50824	20.57542	19.40357					4.0855E-07	17335000	2	1	1	1	1	0	0	1	1	1	0	18.7	NaN	8.9	8.9	9.8	8.9	0	0	9.8	9.8	8.9	0	0.698009809352408	0.914706039428712	YFR049W	YFR049W
24.45136	24.80632	24.50106	24.5441	24.96539	24.22869	23.90545	24.39355	23.72723	24.00007				+	2.4284E-63	221320000	3	1	2	1	2	3	1	1	2	1	2	16.2	NaN	5.6	13.2	5.6	13.2	16.2	5.6	5.6	13.2	5.6	13.2	2.35090107316976	0.602645874023438	YFR050C	YFR050C
24.58709	21.95925	21.54567	22.30112	19.60239	18.66171	22.41913	18.58868	18.08251	22.00453					9.593E-47	48930000	6	4	2	1	1	2	2	3	2	2	2	13.9	NaN	10.8	4.6	2.4	2.4	4.6	4.6	6.4	4.6	3.7	4.6	0.874877473613568	2.04779090881348	YFR051C	YFR051C
21.50397	24.76056	22.96777	23.30354	23.5852	23.39349	23.77102	21.1369	24.97513	23.94378					5.8689E-21	139300000	5	1	3	2	2	2	1	2	1	2	1	18.2	NaN	3.6	12	8.8	6.6	6.9	2.9	6.6	3.6	8.4	5.5	0.0990146791518069	-0.219855117797852	YFR052W	YFR052W
26.56696	26.22074	26.6147	26.57486	26.89064	26.67047	26.66139	26.15151	26.14515	26.15545					2.1037E-218	941200000	13	9	9	9	11	9	11	9	9	9	9	43.5	NaN	27.8	30.7	33	35.5	35.7	42.3	32	28.9	32	33.4	0.646523887773661	0.216785430908203	YFR053C	YFR053C
26.6599	26.62464	27.03097	26.46148	26.68016	25.42034	25.22155	25.09977	26.2062	26.25184				+	2.5062E-121	823880000	17	8	7	9	7	9	5	6	6	8	7	25.8	NaN	12	11.4	11.9	11	13.5	6.5	7.4	7	9.5	12.1	2.40181886510815	1.05149002075195	YGL008C;YPL036W	YGL008C;YPL036W
28.36603	28.10739	28.58846	27.18111	28.68856	27.18244	27.52021	27.40105	27.37642	27.69432				+	3.3915E-228	2537000000	21	17	8	14	10	13	13	13	11	15	12	38.4	NaN	31.7	18.1	29.4	19.8	23.9	26.4	25.9	20.9	31.1	24.6	1.53505095396161	0.751424789428711	YGL009C	YGL009C
24.76461	26.35188	26.20303	25.80408	26.6147	25.63375	26.10735	26.16364	26.47962	25.93245					1.7254E-72	709880000	11	2	7	6	6	8	5	6	6	7	5	50.8	NaN	9.5	32.1	27.8	27	36.5	23.8	29.4	28.2	32.5	25	0.124387140770667	-0.115700912475585	YGL011C	YGL011C
21.03644	23.53386	21.74866	22.15295	21.93614	21.7872	20.10111	20.92789	19.82061	22.94658					1.8242E-18	42244000	4	1	2	2	1	1	2	1	2	1	1	5.5	NaN	0.9	2.3	2	2	2	3	0.9	2.3	0.9	1.4	0.68379953199845	0.964933776855471	YGL016W	YGL016W
22.46531	19.10414	22.02046	19.36079	21.28477	21.6035	21.87609	19.17945	21.42209	17.72501					0.00025016	19890000	1	1	0	1	0	0	1	1	0	1	0	12.5	8074	12.5	0	12.5	0	0	12.5	12.5	0	12.5	0	0.179946277496937	0.485867691040038	YGL018C	YGL018C
28.66313	29.23934	29.07194	29.08879	29.31866	28.533	28.34828	28.8565	28.20382	28.80996				+	0	4859600000	26	16	17	14	18	19	15	15	20	14	17	52.2	NaN	35.9	37.5	31.3	40.5	41.7	31.8	33.5	40.6	31	40.9	1.82908775219399	0.526055908203126	YGL026C	YGL026C
23.9168	23.75369	21.60639	23.64603	23.75959	22.50804	22.09706	23.80085	23.23846	23.24016					2.2688E-56	105370000	10	4	3	1	3	7	1	1	4	3	2	15	NaN	6.2	4.9	1.6	4.3	11.3	1.4	1.4	6.4	3.7	2.9	0.287704064033443	0.359584808349609	YGL027C	YGL027C
28.48216	30.17807	29.47545	28.76455	29.36736	29.27864	28.45685	29.43002	28.59067	29.66382					9.2003E-129	6482600000	6	2	4	4	4	3	4	2	3	4	3	59	NaN	27.6	57.1	57.1	41	44.8	56.2	27.6	45.7	56.2	45.7	0.175870444736495	0.169519424438477	YGL030W	YGL030W
26.33433	26.25449	24.18873	26.04414	26.00892	24.3835	23.96473	23.9486	23.80666	25.32062				+	4.7754E-110	431530000	5	4	4	1	3	2	1	1	1	1	2	35.2	NaN	25.9	25.9	7.9	22.7	13.4	7.9	7.9	7.9	7.9	13.4	1.80183531432368	1.48129920959472	YGL037C	YGL037C
24.028	24.21497	21.64095	23.87033	20.65066	23.75634	23.62064	23.34259	23.22008	23.67206					6.533E-56	116030000	5	3	4	1	3	0	3	2	2	2	3	23	NaN	11.5	16.4	4.6	11.5	0	13.5	8.9	8.9	10.9	11.5	0.389189507277483	-0.641361236572266	YGL039W	YGL039W
25.65518	25.91873	24.86457	26.00761	25.45842	23.55485	24.63045	23.9558	23.92443	24.90587				+	2.7727E-49	362320000	7	5	4	3	5	4	3	4	3	4	2	25.1	NaN	18.7	14.6	11.7	18.1	14.6	11.7	14.6	11.7	15.2	6.1	2.59137716997238	1.38662452697754	YGL040C	YGL040C
25.71285	24.3455	24.43689	24.84919	23.98242	24.53777	24.69795	24.52576	25.06997	23.90445					4.6371E-90	272470000	7	6	2	2	2	2	4	3	2	4	2	28.8	NaN	23.3	9.1	7.8	7.8	8.4	14.6	10.4	7.8	14.6	9.1	0.127917904997297	0.118188858032227	YGL043W	YGL043W
25.98412	26.07698	26.07906	26.12851	25.50149	25.40129	25.75193	25.47997	25.48892	25.52432				+	5.3786E-42	571880000	7	4	4	5	3	3	4	5	4	6	4	19.5	NaN	11.9	13.1	14.3	10.1	9.1	13.1	15.6	12.6	17.8	12.6	1.9463464108025	0.424742889404296	YGL048C	YGL048C
20.16223	21.30268	22.373	22.7242	21.84491	20.82834	22.6223	22.4853	18.56382	21.90987					6.1044E-23	36844000	3	0	1	2	2	2	1	3	2	0	1	13.9	NaN	0	5.9	9.2	8.1	9.2	3.3	13.9	8.1	0	3.3	0.180607774172022	0.399476623535158	YGL050W	YGL050W
22.60243	23.0815	22.60569	22.45174	23.23533	23.38205	22.06687	22.57254	22.45936	22.63312					3.996E-64	71073000	4	1	1	1	1	2	3	1	1	2	1	12.7	NaN	3.8	3.8	3.8	3.8	6.8	9.7	3.8	3.8	7	3.8	0.275785720502885	0.172549438476562	YGL056C	YGL056C
23.55051	19.93942	19.87714	23.97972	23.85253	23.50616	24.41616	18.21321	23.69062	23.36693					4.9728E-131	102630000	3	1	0	0	2	1	1	2	0	1	1	23.4	NaN	8.5	7.7	8.1	13.8	8.1	13.9	10.2	7.7	9.7	8.8	0.100521533577253	-0.39875144958496	YGL062W	YGL062W
21.97858	23.26714	20.13215	23.23033	23.46226	22.78927	21.80396	19.65115	22.92377	23.46551					7.1658E-28	66076000	3	1	1	0	1	1	1	1	0	2	2	10.7	NaN	4.4	3.6	0	3.6	3.6	3.6	4.4	0	6.2	8.1	0.117377906285838	0.287360763549806	YGL067W	YGL067W
24.67922	26.50365	24.27718	25.51418	25.68939	22.08887	22.01209	22.50424	21.76826	22.71173				+	1.6328E-29	269460000	5	2	3	2	3	4	1	1	1	1	1	28.4	NaN	16.5	20.6	9.3	20.6	24.2	5.7	5.7	5.7	5.7	5.7	4.06949603140544	3.11568794250488	YGL068W	YGL068W
23.1751	23.17207	23.74837	22.8418	23.95562	22.08722	23.37703	23.72265	21.93909	23.05257					3.2369E-54	98715000	3	2	1	2	1	2	1	1	2	1	1	41	NaN	32.8	8.2	20.5	12.3	20.5	12.3	12.3	20.5	12.3	12.3	0.657142076770005	0.542881011962891	YGL070C	YGL070C
31.15031	30.80732	31.00651	31.08392	31.07003	30.55792	30.79421	30.30845	30.68077	30.77565				+	5.9987E-128	19282000000	16	10	11	10	15	12	10	12	12	12	12	57	NaN	41.4	42.2	42.2	52.9	48.4	42.2	48.4	49.6	47.5	48.4	2.24872374926562	0.40022087097168	YGL076C;YPL198W	YGL076C;YPL198W
22.67762	22.51302	21.36088	22.52846	22.65609	20.95468	17.31555	21.8247	19.36706	21.37814				+	1.9329E-16	33826000	5	2	2	0	2	2	1	0	1	0	1	14.7	NaN	5.4	6.9	0	6.7	5.9	2.5	0	3.1	0	3.6	1.45245004353413	2.17918815612793	YGL078C	YGL078C
22.15208	19.24238	21.60856	22.72169	22.0711	21.82478	22.15453	21.73995	21.09758	21.37061					6.2954E-39	36022000	1	1	0	1	1	1	1	1	1	1	1	13.1	5504	13.1	0	13.1	13.1	13.1	13.1	13.1	13.1	13.1	13.1	0.0435625698449797	-0.0783233642578125	YGL087C	YGL087C
20.68996	21.66609	21.04833	20.86982	19.78304	20.27435	20.67144	20.64174	19.85739	20.05204					0.00011038	12958000	2	1	1	1	1	0	1	0	1	1	0	1.6	NaN	0.7	0.9	0.7	0.7	0	0.7	0	0.7	0.7	0	0.75544546406676	0.512055587768554	YGL094C	YGL094C
21.70159	24.3676	23.28178	23.36813	24.3181	21.60549	23.69509	22.70908	23.62945	24.13524					7.1034E-24	122030000	5	1	2	3	2	3	1	2	3	2	3	14.3	NaN	5.8	3.5	10.8	7.9	10.8	5.8	7.9	10	7.9	6.4	0.147150266206813	0.252571868896485	YGL097W	YGL097W
19.28663	24.09949	24.738	25.66506	24.26055	23.23739	19.80768	23.30939	23.90113	23.45387					6.573E-74	166700000	8	0	4	3	5	3	2	0	2	2	3	17.3	NaN	0	9.2	7.2	11.7	7.8	5.2	0	5.2	4.5	6.2	0.271589238896785	0.868051528930664	YGL099W	YGL099W
22.41813	23.42854	18.08498	22.69793	23.10111	19.26542	19.9118	22.26871	21.61351	23.32732					2.4244E-29	51482000	3	1	2	0	1	2	0	0	1	1	2	10.3	NaN	3.2	6.3	0	3.2	7.2	0	0	3.2	3.2	6.3	0.220035699205601	0.668786239624026	YGL100W	YGL100W
22.51908	21.08035	18.74713	19.00769	23.71712	22.62446	18.74578	22.80396	20.11883	22.73302					1.2274E-13	41700000	5	1	0	0	0	3	1	0	1	1	2	27.9	NaN	4.7	0	0	0	14	4.7	0	4.7	6.5	14	0.114910643314093	-0.39093818664551	YGL101W	YGL101W
29.5389	29.52867	30.02049	30.17319	29.5401	29.85659	29.93818	29.49779	29.96044	29.65714					6.8668E-63	9285200000	9	5	8	6	7	6	7	6	6	5	7	52.3	NaN	33.6	47	40.3	38.9	33.6	40.3	33.6	40.3	33.6	38.9	0.0464197474469583	-0.0217567443847635	YGL103W	YGL103W
27.28657	27.23754	28.13369	27.95138	29.22414	28.29745	26.67479	27.94263	28.03648	27.80206					2.5638E-72	2707400000	9	3	6	4	6	7	7	5	4	7	3	25.5	NaN	10.4	17.8	10.9	16.2	19.9	21.3	15.2	12.5	21.8	9.8	0.187568560615341	0.215983200073243	YGL105W	YGL105W
